Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
2/28/2018,Red Frog,Dorm,24,1,23,18,270,96.1632,57.8124,25.1856,8.73
2/28/2018,Montanita,Private,96,14,82,37,843.6,253.063128,4.47108,5.365296,8.998
2/28/2018,Montanita,Private Shared,38,5,33,15,336,108.98496,1.06848,5.69856,9.006
2/28/2018,Tamarindo,Private Shared,34,1,33,26,795.6,263.964168,116.380368,48.913488,8.767
2/28/2018,Medellin,Private Shared,24,3,21,13,353.6,124.438912,60.345376,15.367456,8.768
2/28/2018,Medellin,Private,88,11,77,44,1504.8,566.25624,298.281456,100.490544,8.778
2/28/2018,Puerto Viejo,Private,32,1,31,20,672,222.95616,94.73856,24.21888,8.777
2/28/2018,Manuel Antonio,Private,60,1,59,43,1444.8,428.81664,268.0104,76.5744,8.745
2/28/2018,Venao,Private,12,1,11,9,283.5,106.08003,69.1173,35.15967,8.698
2/28/2018,Jaco,Private Shared,26,1,25,16,518.4,176.940288,73.084032,25.826688,8.76
2/28/2018,Bocas del Toro,Private Shared,32,1,31,25,675,240.408,155.979,80.136,8.701
2/28/2018,Red Frog,Private Shared,14,1,13,11,297,112.39074,59.50098,24.55596,8.733
2/28/2018,Pedasi,Private,16,1,15,13,436.8,155.570688,103.250784,55.56096,8.705
2/28/2018,Pedasi,Dorm,8,1,7,6,90,33.4854,22.5144,10.2078,8.688
2/28/2018,San Jose,Private Shared,14,1,13,11,356.4,105.401736,66.1122,26.44488,8.743
2/28/2018,Montanita,Dorm,148,18,130,54,702,223.236,0.74412,7.4412,8.994
2/28/2018,Santa Teresa North,Private,22,1,21,18,642.6,207.071424,116.477676,46.318608,8.728
3/1/2018,San Jose,Private,40,1,39,31,1171.8,344.80215,228.196332,73.975734,8.724
3/1/2018,San Jose,Dorm,86,1,85,68,1224,369.32976,213.47784,81.20016,8.744
3/1/2018,Jaco,Dorm,118,1,117,71,1207,411.98531,171.76817,49.07662,8.772
3/1/2018,Santa Teresa North,Private,22,1,21,18,642.6,200.086362,121.702014,34.3791,8.739
3/1/2018,Tamarindo,Dorm,144,2,142,99,1584,545.75136,227.11392,86.43888,8.74
3/1/2018,Bocas del Toro,Dorm,154,2,152,110,1870,708.3186,456.2052,228.1026,8.701
3/1/2018,Red Frog,Dorm,24,1,23,18,324,116.1378,70.02936,31.2012,8.729
3/1/2018,Medellin,Private,88,11,77,43,1552.3,596.284999,295.651058,89.691894,8.764
3/1/2018,Manuel Antonio,Private,60,2,58,44,1478.4,471.402624,272.084736,121.805376,8.724
3/1/2018,Red Frog,Private,34,1,33,25,840,317.2764,192.3432,63.8148,8.748
3/1/2018,Jaco,Private,42,1,41,26,928.2,325.761072,122.160402,45.686004,8.771
3/1/2018,Medellin,Dorm,215,25,190,107,1819,663.69853,317.25179,122.61879,8.755
3/1/2018,Antigua,Private,34,3,31,14,708.4,11.36982,117.48814,25.013604,8.79
3/1/2018,Manuel Antonio,Dorm,116,2,114,84,1512,462.70224,258.8544,100.30608,8.743
3/1/2018,Playa del Carmen,Private,59,7,52,26,1086.8,3.488628,152.336756,16.280264,9.006
3/1/2018,Santa Teresa North,Dorm,140,1,139,105,1785,534.786,338.06115,106.9572,8.74
3/1/2018,La Fortuna,Dorm,100,1,99,55,990,338.976,119.7009,39.1941,8.792
3/1/2018,Puerto Viejo,Dorm,66,1,65,42,672,239.44032,84.84672,36.67104,8.75
3/1/2018,Red Frog,Private Shared,14,1,13,11,297,109.63755,61.33347,29.87226,8.74
3/1/2018,Bocas del Toro,Private,44,1,43,35,1102.5,394.01145,257.16915,120.32685,8.702
3/1/2018,Santa Teresa North,Private Shared,16,1,15,14,504,159.62688,96.53112,37.7496,8.737
3/1/2018,Venao,Dorm,51,1,50,39,585,222.8382,148.9761,60.0912,8.691
3/1/2018,Medellin,Private Shared,24,3,21,12,384,144.21888,65.7408,19.31136,8.759
3/1/2018,Antigua,Dorm,92,11,81,42,924,18.78492,137.42652,18.78492,8.796
3/1/2018,Venao,Private Shared,34,1,33,26,795.6,301.357368,186.432948,92.790828,8.699
3/1/2018,Playa del Carmen,Dorm,177,19,158,68,1292,26.26636,188.01184,16.58928,8.99
3/1/2018,Manuel Antonio,Private Shared,18,1,17,14,403.2,122.524416,69.890688,32.788224,8.728
3/1/2018,Tamarindo,Private,24,1,23,17,606.9,206.503794,84.41979,37.014831,8.761
3/1/2018,Puerto Viejo,Private Shared,40,1,39,28,907.2,322.273728,135.89856,48.5352,8.769
3/1/2018,Montanita,Private,96,10,86,42,1356.6,413.69517,2.903124,36.28905,8.984
3/1/2018,San Jose,Private Shared,14,1,13,12,367.2,116.692488,63.257544,25.145856,8.74
3/1/2018,Jaco,Private Shared,26,1,25,16,489.6,168.686784,67.579488,20.95488,8.761
3/1/2018,La Fortuna,Private Shared,32,1,31,16,518.4,179.718912,68.781312,24.96096,8.765
3/1/2018,Bocas del Toro,Private Shared,32,1,31,26,748.8,278.823168,184.27968,88.13376,8.704
3/1/2018,Playa del Carmen,Private Shared,54,6,48,25,997.5,4.2693,138.75225,21.3465,9
3/1/2018,Montanita,Private Shared,38,4,34,15,408,129.22176,0.43656,6.98496,9.01
3/1/2018,Montanita,Dorm,148,13,135,67,1005,302.17335,13.97955,12.9042,9.004
3/1/2018,Puerto Viejo,Private,32,1,31,20,672,234.40704,90.59904,24.44736,8.769
3/1/2018,Tamarindo,Private Shared,34,1,33,23,745.2,239.2092,117.212508,48.639204,8.76
3/1/2018,Venao,Private,12,1,11,9,321.3,114.138612,74.602647,39.879756,8.703
3/1/2018,Pedasi,Dorm,8,1,7,7,119,44.43817,30.17721,12.98766,8.685
3/1/2018,La Fortuna,Private,20,1,19,12,428.4,155.85192,50.881068,16.501968,8.777
3/2/2018,San Jose,Dorm,86,2,84,64,1152,359.93088,224.34048,93.68064,8.726
3/2/2018,Manuel Antonio,Dorm,116,3,113,94,1598,506.11856,295.80578,106.01132,8.739
3/2/2018,Bocas del Toro,Dorm,154,3,151,114,1710,633.0762,404.3637,173.8215,8.691
3/2/2018,Antigua,Dorm,92,12,80,38,760,3.2528,113.0348,35.7808,8.794
3/2/2018,Playa del Carmen,Private Shared,54,7,47,23,830.3,0,132.374729,15.103157,8.992
3/2/2018,Santa Teresa North,Dorm,140,3,137,110,1980,633.4614,353.8062,135.5904,8.73
3/2/2018,Tamarindo,Dorm,144,3,141,109,1853,616.62281,291.45837,79.3084,8.767
3/2/2018,Antigua,Private,34,4,30,16,809.6,15.592896,138.60352,31.185792,8.788
3/2/2018,Puerto Viejo,Dorm,66,1,65,45,810,281.6775,108.3375,39.8682,8.756
3/2/2018,La Fortuna,Dorm,100,1,99,58,1044,390.978,110.59092,40.21488,8.769
3/2/2018,Jaco,Private,42,1,41,24,856.8,305.286408,111.846672,37.587816,8.775
3/2/2018,Playa del Carmen,Dorm,177,19,158,62,1178,22.68828,189.069,6.3023,9.006
3/2/2018,Bocas del Toro,Private,44,1,43,35,1029,376.55226,236.72145,106.79991,8.687
3/2/2018,Montanita,Private,96,11,85,36,1162.8,365.793624,1.244196,33.593292,8.998
3/2/2018,Medellin,Dorm,215,24,191,120,2280,851.4204,429.3696,143.9364,8.755
3/2/2018,Playa del Carmen,Private,59,7,52,25,1045,2.2363,167.7225,10.06335,8.98
3/2/2018,Manuel Antonio,Private,60,2,58,46,1545.6,494.483808,264.60672,117.419232,8.741
3/2/2018,Venao,Private Shared,34,1,33,25,765,292.22235,199.7262,99.04455,8.703
3/2/2018,Pedasi,Dorm,8,1,7,6,90,33.8976,20.8971,11.2671,8.702
3/2/2018,Montanita,Dorm,148,16,132,60,1020,311.049,7.6398,36.0162,9.008
3/2/2018,Venao,Dorm,51,1,50,40,640,241.7344,147.232,68.48,8.688
3/2/2018,San Jose,Private,40,1,39,31,1171.8,351.07128,201.865986,75.22956,8.734
3/2/2018,Red Frog,Dorm,24,1,23,19,304,114.82384,62.77904,30.57632,8.721
3/2/2018,Tamarindo,Private,24,1,23,19,638.4,214.489632,107.244816,44.40072,8.767
3/2/2018,Puerto Viejo,Private Shared,40,1,39,27,777.6,253.76976,102.339936,27.457056,8.75
3/2/2018,Mexico City,Dorm,254,36,218,98,1764,3.77496,286.89696,0,8.991
3/2/2018,Manuel Antonio,Private Shared,18,1,17,14,478.8,144.473112,93.241512,29.714328,8.722
3/2/2018,Bocas del Toro,Private Shared,32,1,31,26,748.8,281.226816,195.496704,96.14592,8.707
3/2/2018,Red Frog,Private Shared,14,1,13,12,324,120.64464,65.8692,30.16116,8.727
3/2/2018,Mexico City,Private,132,22,110,47,1861.2,0,258.89292,1.991484,8.985
3/2/2018,Puerto Viejo,Private,32,1,31,21,837.9,277.93143,111.172572,40.344885,8.765
3/2/2018,Red Frog,Private,34,1,33,25,787.5,301.65975,163.46925,65.72475,8.723
3/2/2018,Jaco,Dorm,118,2,116,74,1332,441.8244,173.87928,64.1358,8.774
3/2/2018,Pedasi,Private,16,1,15,13,436.8,167.320608,106.094352,57.019872,8.706
3/2/2018,Medellin,Private Shared,24,2,22,13,395.2,150.539584,74.424064,24.103248,8.778
3/2/2018,La Fortuna,Private Shared,32,1,31,19,649.8,227.358522,73.00503,23.639724,8.787
3/2/2018,San Jose,Private Shared,14,1,13,11,356.4,111.734964,61.778376,22.118184,8.721
3/2/2018,Santa Teresa North,Private,22,1,21,17,606.9,195.464283,109.096344,45.45681,8.748
3/2/2018,Tamarindo,Private Shared,34,1,33,25,720,247.2984,111.708,38.52,8.743
3/2/2018,Jaco,Private Shared,26,1,25,15,486,164.32632,67.6026,18.72072,8.778
3/2/2018,Venao,Private,12,1,11,9,321.3,121.702014,78.040557,39.535965,8.71
3/2/2018,Mexico City,Private Shared,68,10,58,23,830.3,2.665263,119.048414,0,8.999
3/2/2018,Montanita,Private Shared,38,4,34,16,435.2,131.317248,2.32832,2.793984,8.98
3/2/2018,Santa Teresa North,Private Shared,16,1,15,13,421.2,135.2052,68.954652,28.843776,8.729
3/2/2018,Medellin,Private,88,11,77,43,1470.6,544.445532,284.811102,84.971268,8.761
3/2/2018,La Fortuna,Private,20,1,19,11,415.8,150.823134,42.26607,15.126804,8.774
3/3/2018,Playa del Carmen,Dorm,177,25,152,75,1350,4.3335,218.1195,8.667,9.005
3/3/2018,Venao,Dorm,51,0,51,37,555,213.786,133.61625,68.29275,8.71
3/3/2018,Manuel Antonio,Private,60,1,59,44,1570.8,499.184532,292.451544,109.24914,8.735
3/3/2018,Manuel Antonio,Dorm,116,0,116,88,1496,448.2016,291.33104,80.036,8.74
3/3/2018,Tamarindo,Dorm,144,3,141,104,1976,666.0108,325.60528,88.80144,8.75
3/3/2018,Santa Teresa North,Dorm,140,1,139,105,1890,606.69,349.8579,109.2042,8.727
3/3/2018,Puerto Viejo,Dorm,66,1,65,45,765,266.8473,112.14135,31.1049,8.751
3/3/2018,La Fortuna,Dorm,100,3,97,59,1062,382.94658,129.54276,34.0902,8.773
3/3/2018,Jaco,Dorm,118,1,117,67,1206,424.54818,153.55998,64.521,8.778
3/3/2018,Bocas del Toro,Dorm,154,1,153,115,1955,702.8616,495.76845,251.022,8.71
3/3/2018,Tamarindo,Private,24,1,23,19,718.2,244.374732,115.2711,48.413862,8.757
3/3/2018,Antigua,Dorm,92,9,83,41,820,7.0192,135.997,31.5864,8.791
3/3/2018,Puerto Viejo,Private Shared,40,1,39,28,856.8,297.035424,106.346016,44.922024,8.771
3/3/2018,Antigua,Private,34,3,31,16,809.6,6.930176,127.341984,25.121888,8.795
3/3/2018,San Jose,Dorm,86,2,84,64,1152,340.20864,200.92032,87.51744,8.744
3/3/2018,Medellin,Dorm,215,25,190,107,2033,783.1116,391.5558,126.16798,8.772
3/3/2018,San Jose,Private,40,1,39,29,1035.3,324.576903,179.458902,75.328428,8.748
3/3/2018,Playa del Carmen,Private Shared,54,6,48,20,722,14.67826,104.2929,25.49382,8.985
3/3/2018,Venao,Private,12,1,11,9,302.4,109.365984,78.627024,30.73896,8.695
3/3/2018,Mexico City,Private,132,22,110,47,2068,35.40416,314.21192,15.48932,8.988
3/3/2018,Montanita,Private,96,10,86,34,1033.6,311.878464,11.05952,32.072608,9.01
3/3/2018,Santa Teresa North,Private Shared,16,1,15,13,421.2,137.45862,70.306704,27.04104,8.732
3/3/2018,Red Frog,Private Shared,14,1,13,11,336.6,122.45508,75.273858,24.130854,8.746
3/3/2018,Playa del Carmen,Private,59,7,52,21,924,6.92076,147.31332,16.80756,9.003
3/3/2018,Bocas del Toro,Private Shared,32,1,31,26,842.4,309.169224,193.79412,83.827224,8.714
3/3/2018,Jaco,Private,42,1,41,26,982.8,331.25274,126.19152,37.857456,8.777
3/3/2018,Bocas del Toro,Private,44,1,43,36,1134,407.69568,260.8767,127.4049,8.705
3/3/2018,Montanita,Dorm,148,18,130,68,1020,305.592,10.914,25.1022,8.986
3/3/2018,Red Frog,Dorm,24,1,23,18,306,108.0486,65.15658,22.26456,8.72
3/3/2018,Mexico City,Dorm,254,40,214,107,2140,11.449,322.8618,20.6082,9.005
3/3/2018,Santa Teresa North,Private,22,1,21,18,718.2,221.320512,128.335158,44.571492,8.752
3/3/2018,Jaco,Private Shared,26,1,25,17,581.4,209.647026,80.250642,21.77343,8.77
3/3/2018,San Jose,Private Shared,14,1,13,12,388.8,116.900496,73.634832,31.617216,8.738
3/3/2018,Tamarindo,Private Shared,34,1,33,24,777.6,255.433824,109.828224,42.433632,8.755
3/3/2018,La Fortuna,Private Shared,32,1,31,17,520.2,184.795848,67.906908,18.368262,8.774
3/3/2018,Manuel Antonio,Private Shared,18,1,17,15,459,139.97205,80.54532,36.83475,8.739
3/3/2018,La Fortuna,Private,20,1,19,11,392.7,144.124827,50.842869,14.286426,8.774
3/3/2018,Medellin,Private,88,9,79,45,1539,554.94801,284.88429,64.22247,8.769
3/3/2018,Pedasi,Dorm,8,1,7,6,90,32.2605,22.4379,11.2671,8.689
3/3/2018,Montanita,Private Shared,38,5,33,17,408,126.16584,7.85808,14.40648,9.002
3/3/2018,Medellin,Private Shared,24,3,21,13,374.4,133.402464,66.901536,16.424928,8.777
3/3/2018,Pedasi,Private,16,1,15,13,436.8,167.787984,110.768112,46.7376,8.709
3/3/2018,Venao,Private Shared,34,1,33,27,874.8,326.676564,210.6081,101.091888,8.714
3/3/2018,Puerto Viejo,Private,32,1,31,21,705.6,234.04752,98.903952,27.934704,8.754
3/3/2018,Pedasi,Private Shared,8,1,7,7,189,71.18496,43.68168,19.61631,8.702
3/3/2018,Red Frog,Private,34,1,33,27,907.2,343.629216,196.082208,75.714912,8.747
3/3/2018,Mexico City,Private Shared,68,10,58,27,974.7,10.42929,135.58077,14.601006,8.999
3/4/2018,Manuel Antonio,Dorm,116,2,114,85,1360,422.008,259.0256,106.2296,8.72
3/4/2018,Bocas del Toro,Private Shared,32,1,31,24,691.2,263.291904,167.885568,76.916736,8.701
3/4/2018,Bocas del Toro,Dorm,154,3,151,110,1870,664.2988,430.1935,206.0927,8.689
3/4/2018,Mexico City,Dorm,254,39,215,85,1700,14.552,260.117,49.113,8.991
3/4/2018,Playa del Carmen,Dorm,177,21,156,62,1178,16.38598,190.32946,27.73012,9.007
3/4/2018,Santa Teresa North,Dorm,140,2,138,101,1919,597.51903,330.58613,137.57311,8.733
3/4/2018,La Fortuna,Private,20,1,19,11,392.7,144.124827,50.002491,10.504725,8.787
3/4/2018,Tamarindo,Private,24,1,23,17,642.6,221.401404,89.38566,27.50328,8.758
3/4/2018,Antigua,Private,34,4,30,16,774.4,6.628864,116.833728,24.85824,8.803
3/4/2018,Puerto Viejo,Dorm,66,1,65,42,756,270.17928,101.115,34.78356,8.775
3/4/2018,Tamarindo,Dorm,144,2,142,109,1853,634.4672,261.71772,116.97989,8.744
3/4/2018,San Jose,Dorm,86,1,85,63,1071,320.8716,203.98266,87.09372,8.733
3/4/2018,Venao,Private Shared,34,1,33,27,826.2,298.803492,201.559752,93.707604,8.688
3/4/2018,La Fortuna,Dorm,100,2,98,57,969,333.85926,115.08813,30.06807,8.781
3/4/2018,La Fortuna,Private Shared,32,1,31,18,583.2,206.551944,64.898496,14.352552,8.782
3/4/2018,San Jose,Private,40,1,39,32,1209.6,392.164416,230.380416,90.59904,8.748
3/4/2018,Pedasi,Private,16,1,15,12,403.2,152.292672,103.110336,51.339456,8.698
3/4/2018,Montanita,Dorm,148,17,131,64,1088,337.6064,11.6416,25.61152,9.009
3/4/2018,Tamarindo,Private Shared,34,1,33,24,734.4,252.244368,104.512464,36.932976,8.747
3/4/2018,Medellin,Dorm,215,18,197,124,2232,816.77808,425.10672,97.91784,8.776
3/4/2018,Antigua,Dorm,92,10,82,36,756,12.1338,117.2934,14.56056,8.783
3/4/2018,San Jose,Private Shared,14,1,13,11,356.4,115.929792,62.92242,25.550316,8.725
3/4/2018,Venao,Dorm,51,1,50,39,546,198.6348,139.62858,68.93796,8.691
3/4/2018,Playa del Carmen,Private Shared,54,7,47,22,752.4,4.830408,116.73486,6.440544,9
3/4/2018,Red Frog,Private,34,1,33,26,819,306.7155,184.0293,62.21943,8.747
3/4/2018,Playa del Carmen,Private,59,7,52,21,831.6,0,118.344996,14.236992,9.004
3/4/2018,Manuel Antonio,Private,60,2,58,45,1512,452.9952,291.2112,100.30608,8.727
3/4/2018,Puerto Viejo,Private Shared,40,1,39,25,810,281.6775,109.2042,40.7349,8.778
3/4/2018,Jaco,Dorm,118,1,117,75,1350,488.241,197.8965,47.6685,8.776
3/4/2018,Montanita,Private Shared,38,4,34,15,336,110.73216,0,12.22368,8.997
3/4/2018,Jaco,Private Shared,26,1,25,17,520.2,180.89955,67.906908,30.61377,8.771
3/4/2018,Mexico City,Private,132,19,113,46,2024,0,318.35496,4.33136,9.009
3/4/2018,Montanita,Private,96,11,85,42,1356.6,436.920162,24.676554,47.901546,8.99
3/4/2018,Santa Teresa North,Private Shared,16,1,15,13,397.8,128.970738,64.272546,24.687468,8.727
3/4/2018,Red Frog,Dorm,24,1,23,18,306,112.63248,62.2098,21.60972,8.735
3/4/2018,Jaco,Private,42,1,41,24,907.2,303.830352,110.660256,50.476608,8.773
3/4/2018,Puerto Viejo,Private,32,1,31,21,837.9,295.86249,121.931208,29.586249,8.757
3/4/2018,Bocas del Toro,Private,44,1,43,35,1249.5,446.54631,288.78444,140.381325,8.712
3/4/2018,Manuel Antonio,Private Shared,18,1,17,14,428.4,130.182192,78.384348,29.336832,8.748
3/4/2018,Medellin,Private,88,10,78,49,1582.7,558.85137,314.988954,66.046071,8.765
3/4/2018,Pedasi,Private Shared,8,1,7,7,226.8,82.50984,54.6021,28.878444,8.704
3/4/2018,Medellin,Private Shared,24,3,21,12,345.6,128.317824,68.781312,19.968768,8.778
3/4/2018,Venao,Private,12,1,11,10,378,144.39222,90.59904,41.65938,8.708
3/4/2018,Mexico City,Private Shared,68,9,59,24,820.8,7.904304,136.12968,17.56512,8.996
3/4/2018,Red Frog,Private Shared,14,1,13,11,297,106.14186,67.05369,27.96552,8.735
3/4/2018,Santa Teresa North,Private,22,1,21,17,678.3,209.024928,118.302303,34.111707,8.727
3/4/2018,Pedasi,Dorm,8,1,7,6,102,36.34362,24.5565,10.3683,8.703
3/5/2018,Antigua,Dorm,92,8,84,40,800,8.56,130.112,29.96,8.809
3/5/2018,San Jose,Private Shared,14,1,13,11,336.6,102.286008,64.108836,18.368262,8.748
3/5/2018,La Fortuna,Private,20,1,19,11,392.7,144.965205,50.842869,20.169072,8.766
3/5/2018,Manuel Antonio,Private,60,1,59,45,1512,477.2628,270.17928,95.45256,8.726
3/5/2018,Bocas del Toro,Dorm,154,1,153,110,1870,716.3222,448.2016,230.1035,8.698
3/5/2018,San Jose,Dorm,86,2,84,63,1008,327.88224,190.90512,74.42064,8.747
3/5/2018,Jaco,Dorm,118,2,116,71,1207,415.85978,148.52135,58.11705,8.771
3/5/2018,Tamarindo,Private,24,1,23,19,638.4,201.51096,106.561728,38.936016,8.766
3/5/2018,Santa Teresa North,Dorm,140,1,139,112,2128,651.21056,364.3136,154.83328,8.751
3/5/2018,Red Frog,Private,34,1,33,28,882,316.1529,183.08556,62.28684,8.729
3/5/2018,Medellin,Private,88,10,78,43,1470.6,536.577822,289.531728,83.397726,8.755
3/5/2018,La Fortuna,Dorm,100,2,98,52,936,337.51224,122.18544,45.0684,8.768
3/5/2018,Tamarindo,Dorm,144,2,142,103,1648,557.22176,266.26736,91.69472,8.761
3/5/2018,Medellin,Dorm,215,22,193,119,2261,856.42158,418.53371,96.7708,8.766
3/5/2018,Playa del Carmen,Dorm,177,18,159,79,1422,24.34464,231.27408,13.69386,8.995
3/5/2018,Pedasi,Dorm,8,1,7,6,102,37.87158,24.99306,13.0968,8.688
3/5/2018,Mexico City,Private,132,21,111,46,1821.6,38.98224,304.061472,9.74556,8.997
3/5/2018,Santa Teresa North,Private Shared,16,1,15,12,388.8,119.396592,64.898496,29.953152,8.729
3/5/2018,Puerto Viejo,Private Shared,40,1,39,28,856.8,286.950888,113.680224,34.837488,8.777
3/5/2018,San Jose,Private,40,1,39,32,1142.4,369.155136,200.468352,68.452608,8.722
3/5/2018,Puerto Viejo,Private,32,1,31,21,749.7,245.466774,111.502881,48.13074,8.766
3/5/2018,Montanita,Dorm,148,16,132,60,900,271.566,3.852,6.741,9.006
3/5/2018,Jaco,Private,42,0,42,26,928.2,323.774724,120.174054,30.788394,8.775
3/5/2018,Antigua,Private,34,4,30,17,860.2,18.40828,154.629552,26.692006,8.789
3/5/2018,Manuel Antonio,Dorm,116,1,115,94,1598,502.69884,290.6762,97.46202,8.739
3/5/2018,La Fortuna,Private Shared,32,1,31,19,649.8,223.186806,83.43432,34.7643,8.794
3/5/2018,Puerto Viejo,Dorm,66,1,65,46,736,243.34368,103.95264,46.46368,8.776
3/5/2018,Bocas del Toro,Private,44,1,43,32,1075.2,390.007296,265.757184,109.29408,8.699
3/5/2018,Playa del Carmen,Private Shared,54,6,48,19,649.8,6.257574,105.683472,18.077436,8.98
3/5/2018,Mexico City,Dorm,254,36,218,108,1944,37.44144,291.2112,54.08208,9.003
3/5/2018,Playa del Carmen,Private,59,7,52,24,1108.8,1.186416,158.979744,33.219648,8.986
3/5/2018,Venao,Dorm,51,1,50,41,615,221.1048,146.74515,73.04355,8.692
3/5/2018,Tamarindo,Private Shared,34,1,33,25,810,260.8767,123.0714,32.9346,8.763
3/5/2018,Venao,Private Shared,34,1,33,27,777.6,275.402592,188.871264,95.68368,8.702
3/5/2018,Red Frog,Dorm,24,1,23,19,323,115.08813,68.43078,31.79612,8.736
3/5/2018,Santa Teresa North,Private,22,1,21,18,718.2,215.941194,136.788372,56.867076,8.729
3/5/2018,Mexico City,Private Shared,68,11,57,28,957.6,4.098528,162.916488,7.172424,9.009
3/5/2018,Medellin,Private Shared,24,3,21,13,395.2,145.88808,77.384112,17.760288,8.759
3/5/2018,Jaco,Private Shared,26,1,25,16,489.6,171.306144,71.246592,26.717472,8.759
3/5/2018,Montanita,Private Shared,38,4,34,15,360,113.2488,1.926,6.5484,8.995
3/5/2018,Montanita,Private,96,9,87,39,1111.5,354.41289,10.703745,40.43637,9.007
3/5/2018,Manuel Antonio,Private Shared,18,1,17,14,428.4,130.64058,83.885004,26.586504,8.735
3/5/2018,Bocas del Toro,Private Shared,32,1,31,26,795.6,280.92636,183.879072,100.452456,8.695
3/5/2018,Red Frog,Private Shared,14,1,13,11,297,108.36639,63.87579,26.69436,8.742
3/5/2018,Venao,Private,12,1,11,9,283.5,100.407195,73.40949,36.4014,8.69
3/5/2018,Pedasi,Private Shared,8,1,7,6,172.8,62.494848,40.862016,18.859392,8.689
3/6/2018,Jaco,Dorm,118,1,117,76,1292,454.82276,158.9806,66.35712,8.769
3/6/2018,Medellin,Dorm,215,23,192,107,1926,737.77356,342.09612,109.22346,8.776
3/6/2018,Bocas del Toro,Dorm,154,1,153,123,2091,787.55424,501.17088,232.68648,8.7
3/6/2018,Tamarindo,Dorm,144,1,143,103,1648,564.2752,257.45056,100.51152,8.765
3/6/2018,Montanita,Private Shared,38,4,34,18,460.8,138.05568,4.93056,17.25696,8.987
3/6/2018,Playa del Carmen,Dorm,177,20,157,68,1224,7.85808,195.14232,37.98072,8.98
3/6/2018,Jaco,Private,42,1,41,25,997.5,344.745975,131.280975,35.221725,8.776
3/6/2018,La Fortuna,Dorm,100,1,99,59,1062,389.76462,132.95178,27.27216,8.784
3/6/2018,Cartagena,Dorm,114,20,94,46,874,1.87036,146.82326,3.74072,8.994
3/6/2018,Manuel Antonio,Dorm,116,1,115,95,1520,471.656,256.9712,112.2216,8.743
3/6/2018,Montanita,Dorm,148,13,135,61,1037,312.90438,1.10959,32.17811,9.006
3/6/2018,San Jose,Private Shared,14,1,13,11,297,88.34562,55.29546,21.92751,8.736
3/6/2018,Venao,Dorm,51,1,50,42,672,252.38304,168.9744,69.02784,8.703
3/6/2018,San Jose,Dorm,86,2,84,64,1088,327.12896,209.5488,66.35712,8.725
3/6/2018,Red Frog,Private,34,1,33,28,882,339.7464,194.41044,86.82408,8.734
3/6/2018,Santa Teresa North,Dorm,140,1,139,104,1976,606.80984,372.12032,135.31648,8.747
3/6/2018,Puerto Viejo,Private,32,1,31,21,705.6,234.04752,89.844048,29.444688,8.755
3/6/2018,Playa del Carmen,Private Shared,54,6,48,21,798,7.68474,117.83268,17.93106,8.99
3/6/2018,Medellin,Private,88,11,77,46,1573.2,557.180244,316.464912,84.1662,8.767
3/6/2018,Antigua,Dorm,92,8,84,45,945,3.03345,158.75055,32.3568,8.788
3/6/2018,Mexico City,Dorm,254,41,213,87,1740,16.7562,258.7902,9.309,8.998
3/6/2018,San Jose,Private,40,1,39,31,1106.7,331.56732,195.387885,82.89183,8.731
3/6/2018,Cartagena,Private Shared,14,3,11,6,172.8,1.84896,25.145856,0.739584,8.995
3/6/2018,Mexico City,Private Shared,68,12,56,28,957.6,16.394112,147.547008,15.36948,8.999
3/6/2018,Playa del Carmen,Private,59,7,52,21,877.8,13.149444,138.069162,5.635476,9.008
